product_title,cluster_label,category_label
samsung ue55j6300ak 6 series 55 led tv,Samsung UE55J6300,TVs
bosch smv40c30gb activewater 12 place fully integrated dishwasher,Bosch SMV40C30GB Integrated,Dishwashers
nikon d750 digital slr camera with 24 85mm vr lens,Nikon D750 + 24-85mm VR,Digital Cameras
smeg fab32rnc 60cm 50s retro style frost free fridge freezer cream,Smeg FAB32RNC Cream,Fridge Freezers
bosch gsn33ew3v serie 4 wei nofrost,Bosch GSN33EW3V White,Freezers
hewlett packard enterprise 518860 b21 2.2ghz 12mb l3 processor,HP AMD Opteron 6174 2.2GHz Socket G34 6400MHz bus Upgrade Tray,CPUs
lg 49sk8100pla 49 inch super uhd tv,LG 49SK8100PLA,TVs
indesit ld85f1s 189x60cm 296 litre freestanding fridge freezer silver,Indesit LD85F1S Silver,Fridge Freezers
amica fk3216gwdf 297l 60 40 split frost free freestanding fridge freezer white,Amica FK3216GWDF White,Fridge Freezers
smeg fab28rg1 fridge freezer,Smeg FAB28RG1 Yellow,Fridges
iceking ik3633ap2 fridge freezer in white 1 36m 48cmw a rated,Iceking IK3633AP2 White,Fridge Freezers
indesit dsr15bs dishwasher slimline 10place 5prog silver,Indesit DSR15BS Silver,Dishwashers
swan sr11035bn freestanding retro under counter fridge freezer a rated 90 litre matt black,Swan SR11035BN Black,Fridges
sony alpha 68 geh use,Sony Alpha 68,Digital Cameras
siemens iq700 wi14w440 eingebaut frontlader 8kg,Siemens WI14W440,Washing Machines
sharp r664km/r664km,Sharp R664KM Black,Microwaves
hoover dxoa67lw3/1 80 a 7kg 1600 spin washing machine in white,Hoover DXOA 67LW3/1-80,Washing Machines
hotpoint wmaqf721g front loading washing machine 7 kg graphite,Hotpoint WMAQF721G,Washing Machines
samsung rr39m7140ww frost free freestanding fridge white,Samsung RR39M7140WW/EU White,Fridges
alcatel 5009d 2aalew1 13 46 cm 5 3 zoll 1c,Alcatel 1C Dual SIM,Mobile Phones
canon eos 5d mkiv 100 400mm l is usm,Canon EOS 5DS + 100-400mm IS ll USM,Digital Cameras
liebherr k4310 60cm freestanding larder fridge white,Liebherr K 4310 White,Fridges
panasonic tx49fx700b 49 4k ultra hd smart led tv,Panasonic TX-49FX700B,TVs
bosch kgn34vl30g logixx bottom fridge freezer,Bosch KGN34VL30G Stainless Steel,Fridge Freezers
hk stock blackview bv5800 2gb 16gb ip68 waterproof dustproof shock,Blackview BV5800 Dual SIM,Mobile Phones
intel xeon e5 2695v4 2.1 ghz 18 core 36 threads 45 mb cache lga2011 socket box,Intel Xeon E5-2695 v4 2.1GHz  Box,CPUs
hoover hlsi363 built in fully integrated dishwasher,Hoover HLSI 363 Integrated,Dishwashers
samsung galaxy note 2,Samsung Galaxy Note II 16GB,Mobile Phones
nokia nokia 3310 3g charcoal a00028687 ad01,Nokia 3310 3G (2017),Mobile Phones
hotpoint ultima free standing washer dryer in black,Hotpoint FDD9640K,Washing Machines
bauknecht einbau k lteger t kgie 1182 a,Bauknecht KGIE 1182 A+ Integrated,Fridge Freezers
intel xeon l5320 processor 1.86 ghz 8 mb l2,Intel Xeon L5320 1.86GHz Socket 771 1066MHz bus Tray,CPUs
lg g4c,LG G4C,Mobile Phones
bosch ksv36vb30g single door freestanding fridge black,Bosch KSV36VB30G Black,Fridges
intel core i3 i3 3250 dual core 2 core 3.50 ghz processor,Intel Core i3-3250 3.5GHz Tray,CPUs
candy cdp 2l1049w slim dishwasher white,Candy CDP2L1049W White,Dishwashers
kenwood k25mms14 solo microwave silver,Kenwood K25MMS14 Silver,Microwaves
neff n30 gkv 2502c s581c50x3e geschirrsp ler 45 cm vollitegierbar,Neff S581C50X3E Integrated,Dishwashers
swan retro free standing fridge freezer in red,Swan SR11020RN Red,Fridge Freezers
parrot ar drone 2.0 elite edition quadricopter jungle,Samsung UE46F6400,TVs
samsung rb41j7859s4,Samsung RB41J7859S4,Fridge Freezers
l6014w lec 60cm fridge larder white l6014w 444443441 end of september,Lec L6014 White,Fridges
samsung free standing american fridge freezer in stainless steel,Samsung RF56J9040SR Stainless Steel,Fridge Freezers
apple iphone 7 plus 256gb rose gold,Apple iPhone 7 Plus 256GB,Mobile Phones
sony cyber shot dsc hx90b digital camera,Sony Cyber-shot DSC-HX90,Digital Cameras
gigaset gs370 dual sim smartphone jet black,Gigaset GS370 Dual SIM,Mobile Phones
mixed akcija philips ultra hd androidtv ambilight 3 p5 perfect picture engine visible sound 1700 ppi led tv 49pus7503/12,Philips 49PUS7503,TVs
intel xeon w3520 processor 2.66ghz 8m cache,Intel Xeon W3520 2.66GHz Socket 1366 2400MHz bus Tray,CPUs
hewlett packard enterprise dl360p gen8 intel xeon e5 2670 fio kit 2.6ghz 20mb l3 processor,HP Intel Xeon E5-2670 2.6GHz Upgrade Tray,CPUs
mikrowelle mw 7873 230v/900w,Severin MW7873 White,Microwaves
canon eos m5 black body,Canon EOS M5,Digital Cameras
siemens geschirrsp ler 45cm sr536s01ie,Siemens SR536S01IE Stainless Steel,Dishwashers
sony bravia 49 inch premium full hd hdr tv x reality pro triluminos display black 2017 model,Sony Bravia KDL-49WE663,TVs
toshiba 55u6863db 55 inch smart 4k ultra hd hdr led tv freeview play alexa,Toshiba 55U6863DB,TVs
intel core i3 8100 3.6ghz coffee lake quad core processor,Intel Core i3-8100 3.6GHz  Box,CPUs
siemens sx636x01ke geschirrsp ler vollintegriert 60cm,Siemens SX636X01KE Integrated,Dishwashers
intel core i3 7100 3.90ghz s1151 3mb kaby lake cpu,Intel Core i3-7100 3.90GHz  Box,CPUs
samsung wd80m4b53jw 1400 spin 8kg wash 6kg dry washer dryer in white,Samsung WD80M4B53JW/EU,Washing Machines
bosch gin41ae30g built in freezer 127 litres a no frost fixed hinge,Bosch GIN41AE30G Integrated,Freezers
nikon d5300 18 105 mm vr kit black,Nikon D5300 + 18-105mm,Digital Cameras
bosch kiv85vf30g built in fridge freezer 50/50 low frost a fixed hinge,Bosch KIV85VF30G Integrated,Fridge Freezers
indesit lr8s1s fridge freezer 228 111litres a direct cooling silver,Indesit LR8S1S Silver,Fridge Freezers
siemens k hlschrank vitafresh antifingerprint edelstahl ks36fpi30 eek a,Siemens KS36FPI30 Stainless Steel,Fridges
zanussi zbm26642xa built in microwave stainless steel,Zanussi ZBM26642XA Stainless Steel,Microwaves
intel core i5 3210m mobile 2.5 ghz 2 cores 4 threads 3 mb cache pga988 socket oem,Intel Core i5-3210M 2.5GHz Tray,CPUs
russell hobbs rhem2301b 23l easi flatbed digital 800w solo microwave black energy class e,Russell Hobbs RHEM2301B,Microwaves
indesit iwdc6143 ecotime 6kg wash 5kg dry freestanding washer dryer white,Indesit IWDC6143,Washing Machines
siemens gs36nvi3pg iq 300 60cm freestanding frost free freezer stainless steel,Siemens GS36NVI3PG Stainless Steel,Freezers
siemens ki86vvs30 k lteger t einbau 178er nische,Siemens KI86VVS30,Fridge Freezers
apple mqad2b/a 5.8 iphone x 64gb silver in stock uk spec stock,Apple iPhone X 64GB,Mobile Phones
bosch smv40c30gb/smv40c30gb,Bosch SMV40C30GB Integrated,Dishwashers
bosch silence plus geschirrsp ler 45 cm unterbauger t edelstahl spu25cs03e,Bosch SPU25CS03E Stainless Steel,Dishwashers
bosch ksv36vw3pg/ksv36vw3pg,Bosch KSV36VW3PG White,Fridges
aeg rtb81421aw a ws k hlschrank stand,AEG RTB81421AW White,Fridges
sony cyber shot dsc hx300 black,Sony Cyber-Shot DSC-HX300,Digital Cameras
amd ryzen 7 eight core 1700 3.70ghz socket am4 processor retail,AMD Ryzen 7 1700 3GHz Box,CPUs
hoover hvbs5162ak freestanding fridge,Hoover HVBS5162AK Silver,Fridge Freezers
liebherr ik 1960,Liebherr IK 1960 Premium Integrated,Fridges
hotpoint wmaqb741guk 1400 spin 7 kg washing machine euronics exclusive product,Hotpoint WMAQB741G,Washing Machines
intel pentium b960 mobile 2.2 ghz 2 cores 2 threads 2 mb cache pga988 socket oem,Intel Pentium B960 2.2GHz Tray,CPUs
nokia 6120 mobile phone,Nokia 6120 Classic,Mobile Phones
hoover dwft410ah8 one fi extra 10kg 1400 spin wifi enabled washing machine in white,Hoover DWFT 410AH8/1-80,Washing Machines
hoover htz552w 55cm undercounter freezer in white,Hoover HTZ552W White,Freezers
intel cpu prozessor core i3 7100 i3 3 9 ghz skt 1151 kaby lake mb box set dual bx80677i37100,Intel Core i3-7100 3.90GHz  Box,CPUs
built in semi int. slimline dishwasher,Miele G 4620 SCi Stainless Steel,Dishwashers
russell hobbs rhclrf17 tabletop cooler white,Russell Hobbs RHCLRF17 White,Fridges
amd opteron 2210 1.8ghz 2mb l2 processor,AMD Second-Generation Opteron 2210 1.80GHz Socket F 1000MHz bus Tray,CPUs
intel core i7 4702mq 2.2 ghz 4 cores 8 threads 6 mb cache pga946 socket oem,Intel Core i7-4702MQ 2.2GHz Tray,CPUs
cda ci971 60cm integrated white 7kg led 1400rpm 15 programme washer/dr,Bosch WKD28350GB,Washing Machines
sim free iphone xs max 256gb mobile phone silver,Apple iPhone XS Max 256GB,Mobile Phones
cubot note s 3g unlocked smartphone 5.5 inch quad core android 5.1 lollipop os sim free smart phone 2g ram 16g rom hd display dual camera dual sim dual standy high cost effective white,Cubot Note S Dual SIM,Mobile Phones
lg 55sk9500pla 55 super uhd 4k smart tv with full array local dimming,LG 55SK9500PLA,TVs
hp intel xeon e562 quad core processor upgrade 12 mb l3 cache 2.4 ghz,HP Xeon E5620 2.4Ghz Tray,CPUs
whirlpool arg646a,Whirlpool ARG 646 A+ Integrated,Fridges
maxcom comfort mm428 big button dual sim uk sim free 2g mobile phone black/red,Maxcom MM428 Dual SIM,Mobile Phones
doogee s30 carbon black,Doogee S30 Dual SIM,Mobile Phones
blomberg ldv42244 60cm fully integrated dishwasher 14 pl settings a,Blomberg LDV42244 Integrated,Dishwashers
miele g4203i full size semi integrated dishwasher white,Miele G 4203 iwh White,Dishwashers
samsung ecobubble ww70k5410ux front loading washing machine 7 kg graphite,Samsung WW70K5410UX,Washing Machines
sim free sony xperia xz1 64gb mobile phone black,Sony Xperia XZ1 Dual SIM,Mobile Phones
samsung galaxy j3 2016 dual sim j320f black,Samsung Galaxy J3 SM-J320F 8GB Dual SIM,Mobile Phones
hotpoint lstb 6m19 slimline integrated dishwasher,Hotpoint LSTB6M19,Dishwashers
liebherr gn3613 70cm freestanding frost free freezer,Liebherr GN3613 White,Freezers
nikon coolpix a10 compact camera red,Nikon CoolPix A10,Digital Cameras
hotpoint free standing fridge freezer frost free in white,Hotpoint FSFL58W White,Fridge Freezers
amica unterbau k hlschrank dekorf hig uks16157 eek a,Amica UKS 16157 Integrated,Fridges
349litre fridge freezer frost free class a s/st door,Zanussi ZRB38424XA Stainless Steel,Fridge Freezers
hp amd opteron 8356 2.3 ghz processor 2.3ghz 2mb l2 box processor,HP AMD Opteron 8356 2.3GHz Socket F 1000MHs bus Upgrade Tray,CPUs
samsung 55 inch 55nu7400 smart 4k uhd tv with hdr,Samsung UE55NU7400,TVs
russell hobbs rhclrf17b black 17 litre cooler,Russell Hobbs RHCLRF17B Black,Fridges
siemens einbau k hlschrank ki24re61,Siemens KI24RE61 Integrated,Fridges
mikrowellenger t hf 12m540,Siemens HF12M540 Stainless Steel,Microwaves
bosch smv40c30gb serie 2 60cm fully integrated,Bosch SMV40C30GB Integrated,Dishwashers
samsung ue55nu7100 55 4k hdr ultra hd smart led tv in black 1300 pqi,Samsung UE55NU7100,TVs
intel xeon processor x7350 8m cache 2.93 ghz 1066 mhz,Intel Xeon X7350 2.93GHz Tray,CPUs
servis fd911x 630 litre 4 door american fridge freezer stainless steel,Servis FD911X Stainless Steel,Fridge Freezers
severin mw 7891 microwave 700 w grill function,Severin MW 7891 White,Microwaves
nikon d850 geh use,Nikon D850,Digital Cameras
bosch ksv36nw30g freestanding 112l a whitefridge 112l sn t 39db a white,Bosch KSV36NW30G White,Fridges
sony h300 cybershot schwarz dsch300b,Sony Cyber-shot DSC-H300,Digital Cameras
intel xeon e3 1230 v3 quad core 4 core 3.30 ghz processor,Intel Xeon E3-1230 v3 3.3GHz Tray,CPUs
hewlett packard enterprise amd opteron 8347 he 1.9ghz 2mb l3 processor,HP AMD Opteron Quad-core 8347 HE 1.9GHz Socket F 1000MHz bus Upgrade Tray,CPUs
bosch serie 4 wan24100gb 7kg 1200rpm freestanding washing machine white,Bosch WAN24100GB,Washing Machines
blomberg 1400 spin 8 kg washing machine lwf28442b,Blomberg LWF28442,Washing Machines
bosch wiw28500gb series 8 8kg integrated washing machine,Bosch WIW28500GB,Washing Machines
liebherr gnp 2313 freestanding freezer comfort,Liebherr GNP 2313 White,Freezers
indesit tfaa 10 si uk .1 undercounter fridge silver,Indesit TFAA 10 SI Silver,Fridges
lg 60uj630v 60 uhd 4k hdr led tv,LG 60UJ630V,TVs
nikon d5600 18 55mm af p vr kit,Nikon D5600 + AF-P 18-55mm VR,Digital Cameras
gorenje fn6192cxuk freezer frost free 243l a 185cm stanless steel,Gorenje FN6192CX Stainless Steel,Freezers
cubot note plus blue 5.2 32gb 4g unlocked sim free,Cubot Note Plus Dual SIM,Mobile Phones
lg electronics 75sj955v fernseher super ultra,LG 75SJ955V,TVs
blackberry q20 classic sqc100 1 unlocked 16gb smartphone mint condition,Blackberry Classic,Mobile Phones
amd opteron 6338p 2.3 ghz 12 core 16 mb cache socket g34 pib/wof,AMD Opteron 6338P 2.3GHz Tray,CPUs
zanussi zwf81460w 8kg 1400 spin white freestanding washing machine,Zanussi ZWF81460W,Washing Machines
beko wiy74545 7kg 1400 spin built in washing machine with led display 2 year parts labour guarantee,Beko WIY74545,Washing Machines
electriq 49 4k ultra hd led android smart tv with freeview hd,ElectrIQ EIQ-49UHDT2SM,TVs
smeg fab28qne1 60cm retro style fridge and ice box in black with right hand hinge,Smeg FAB28QNE1 Black,Fridges
samsung galaxy s7 sm g930f 5.1 single sim 4g 4gb 32gb 3000mah black,Samsung Galaxy S7 32GB,Mobile Phones
motorola moto g5 lunar grey 5 16gb 4g unlocked sim free,Moto G5 2GB RAM,Mobile Phones
zanussi integrated microwave oven in stainless steel,Zanussi ZBM26642XA Stainless Steel,Microwaves
neff hw 5220 n h52w20n3,Neff H52W20N3 Stainless Steel,Microwaves
beko fxs5043s undercounter freezer silver,Beko FXS5043S Silver,Freezers
philips 55pus7303/12 55 inch 4k ultra hd android smart tv with hdr plus and ambilight 3 sided dark silver 2018 model,Philips 55PUS7303,TVs
lg l40,LG L40,Mobile Phones
panasonic lumix g9 lumix 12 35/2.8 ii,Panasonic Lumix DC-G9 + 12-35mm ll OIS,Digital Cameras
samsung galaxy j4 2018 dual sim 16gb sm j400fd/ds orchid gray,Samsung Galaxy J4 Dual SIM,Mobile Phones
hotpoint ctz55g 55cm undercounter freezer in graphite 0 85m 84l a,Hotpoint CTZ55G Graphite,Freezers
lg oled65b8slc/oled65b8slc,LG OLED65B8PLA,TVs
intel core i5 7500t processor 6m cache up to 3.30 ghz 2.70ghz 6mb smart cache box,Intel Core i5-7500T 2.70GHz  BOX,CPUs
siemens iq 300 integrated fridge freezer in white,Siemens KI85VVF30G Integrated,Fridge Freezers
bosch kgv36vw32g fridge freezer,Bosch KGV36VW32G White,Fridge Freezers
